RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;KUNDENGRUPPE;FAKTURADATUM;LEISTUNGSDATUM;WARENAUSGANG_NR;WARENAUSGANG_DATUM;LIEFERART;BETRAG_EUR;WAEHRUNG;STORNO_REF;BUCHUNGSTEXT;BEMERKUNG
SI10063259;Rechnung;800004;SÜD PANEELE KG;C-DOM;09.07.2025;09.07.2025;DN10065300;09.07.2025;Warenlieferung;4780,94;EUR;;;
SI10063260;Rechnung;800004;SÜD PANEELE KG;C-DOM;09.07.2025;09.07.2025;DN10065299;09.07.2025;Warenlieferung;112,16;EUR;;;
SI10063261;Rechnung;800004;SÜD PANEELE KG;C-DOM;09.07.2025;09.07.2025;DN10065298;09.07.2025;Warenlieferung;4437,37;EUR;;;
SI10063262;Rechnung;800004;SÜD PANEELE KG;C-DOM;09.07.2025;09.07.2025;DN10065297;09.07.2025;Warenlieferung;1762,89;EUR;;;
SI10063263;Rechnung;800004;SÜD PANEELE KG;C-DOM;09.07.2025;09.07.2025;DN10065296;09.07.2025;Warenlieferung;9610,38;EUR;;;
SI10063264;Rechnung;801948;MAIN TECHNIK;C-DOM;09.07.2025;09.07.2025;DN10065295;09.07.2025;Warenlieferung;2698,92;EUR;;;
SI10063265;Rechnung;801948;MAIN TECHNIK;C-DOM;09.07.2025;09.07.2025;DN10065294;09.07.2025;Warenlieferung;5205,06;EUR;;;
SI10063266;Rechnung;800284;FORMA ZIEGEL GMBH & CO. KG;C-DOM;09.07.2025;09.07.2025;DN10065293;09.07.2025;Warenlieferung;5238,26;EUR;;;
SI10063267;Rechnung;802521;BASALTVERPACKUNG GMBH;C-DOM;09.07.2025;09.07.2025;DN10065292;09.07.2025;Warenlieferung;6354,03;EUR;;;
SI10063268;Rechnung;801037;SILVA INDUSTRIEBEDARF GMBH;C-DOM;09.07.2025;09.07.2025;DN10065291;09.07.2025;Warenlieferung;10821,74;EUR;;;
SI10063269;Rechnung;802691;VEGATRANSPORT GMBH & CO. KG;C-DOM;09.07.2025;09.07.2025;DN10065290;09.07.2025;Warenlieferung;4478,07;EUR;;;
SI10063270;Rechnung;802800;ACHAT LEICHTBAU;C-DOM;09.07.2025;09.07.2025;DN10065289;09.07.2025;Warenlieferung;4414,23;EUR;;;
SI10063271;Rechnung;801948;MAIN TECHNIK;C-DOM;09.07.2025;09.07.2025;DN10065288;09.07.2025;Warenlieferung;9379,39;EUR;;;
SI10063272;Rechnung;800177;;;09.07.2025;09.07.2025;DN10065287;09.07.2025;Warenlieferung;4706,83;EUR;;;
SI10063273;Rechnung;801314;KOMPAKT LOGISTIK GMBH;C-DOM;09.07.2025;09.07.2025;DN10065286;09.07.2025;Warenlieferung;2476,15;EUR;;;
SI10063274;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;09.07.2025;09.07.2025;DN10065285;09.07.2025;Warenlieferung;4534,09;EUR;;;
SI10063275;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;09.07.2025;09.07.2025;DN10065284;09.07.2025;Warenlieferung;7092,82;EUR;;;
SI10063276;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;09.07.2025;09.07.2025;DN10065282;09.07.2025;Warenlieferung;10008,39;EUR;;;
SI10063277;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192199;10.07.2025;Warenlieferung;3160,64;EUR;;;
SI10063278;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192416;10.07.2025;Warenlieferung;891,07;EUR;;;
SI10063279;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192413;10.07.2025;Warenlieferung;1696,82;EUR;;;
SI10063280;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192141;10.07.2025;Warenlieferung;3148,74;EUR;;;
SI10063281;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192410;10.07.2025;Warenlieferung;4138,34;EUR;;;
SI10063282;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192398;10.07.2025;Warenlieferung;4326,13;EUR;;;
SI10063283;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;10.07.2025;10.07.2025;DN0192397;10.07.2025;Warenlieferung;2546,84;EUR;;;
SI10063284;Rechnung;802171;;;10.07.2025;10.07.2025;DN0192396;10.07.2025;Warenlieferung;13571,71;EUR;;;
SI10063285;Rechnung;802171;;;10.07.2025;10.07.2025;DN0192395;10.07.2025;Warenlieferung;10131,66;EUR;;;
SI10063286;Rechnung;801286;PRIMUSLOGISTIK GMBH & CO. KG;C-DOM;10.07.2025;10.07.2025;DN0192379;10.07.2025;Warenlieferung;2210,54;EUR;;;
SI10063287;Rechnung;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;C-DOM;10.07.2025;10.07.2025;DN0192370;10.07.2025;Warenlieferung;12000,00;EUR;;;
SI10063288;Rechnung;802380;SOLIDGEBÄUDETECHNIK B.V.;C-EU;10.07.2025;10.07.2025;DN0192361;10.07.2025;Warenlieferung;7737,66;EUR;;;
SI10063289;Rechnung;800189;FOKUS MONTAGE MBH;C-DOM;10.07.2025;10.07.2025;DN0192360;10.07.2025;Warenlieferung;10592,27;EUR;;;
SI10063290;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;10.07.2025;10.07.2025;DN0192359;10.07.2025;Warenlieferung;4421,09;EUR;;;
SI10063291;Rechnung;800078;KLINKERMETALL E.K.;C-DOM;10.07.2025;10.07.2025;DN0192328;10.07.2025;Warenlieferung;7110,94;EUR;;;
SI10063292;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;10.07.2025;10.07.2025;DN0192325;10.07.2025;Warenlieferung;8047,92;EUR;;;
SI10063293;Rechnung;801090;NOVAHANDEL;C-EU;10.07.2025;10.07.2025;DN0192324;10.07.2025;Warenlieferung;1836,00;EUR;;;
SI10063294;Rechnung;801090;NOVAHANDEL;C-EU;10.07.2025;10.07.2025;DN0192300;10.07.2025;Warenlieferung;1530,00;EUR;;;
SI10063295;Rechnung;801090;NOVAHANDEL;C-EU;10.07.2025;10.07.2025;DN0192285;10.07.2025;Warenlieferung;4094,10;EUR;;;
SI10063296;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN0192283;10.07.2025;Warenlieferung;12651,19;EUR;;;
SI10063297;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN0192282;10.07.2025;Warenlieferung;3759,21;EUR;;;
SI10063298;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DNP026403;10.07.2025;Warenlieferung;10181,46;EUR;;;
SI10063299;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065443;10.07.2025;Warenlieferung;3382,65;EUR;;;
SI10063300;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065442;10.07.2025;Warenlieferung;2390,47;EUR;;;
SI10063301;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065441;10.07.2025;Warenlieferung;2284,12;EUR;;;
SI10063302;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065440;10.07.2025;Warenlieferung;4770,97;EUR;;;
SI10063303;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065439;10.07.2025;Warenlieferung;9613,30;EUR;;;
SI10063304;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065438;10.07.2025;Warenlieferung;11343,32;EUR;;;
SI10063305;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065437;10.07.2025;Warenlieferung;4010,56;EUR;;;
SI10063306;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065436;10.07.2025;Warenlieferung;9848,49;EUR;;;
SI10063307;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065435;10.07.2025;Warenlieferung;9236,30;EUR;;;
SI10063308;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065434;10.07.2025;Warenlieferung;6647,34;EUR;;;
SI10063309;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065433;10.07.2025;Warenlieferung;2698,92;EUR;;;
SI10063310;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065432;10.07.2025;Warenlieferung;9894,97;EUR;;;
SI10063311;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065431;10.07.2025;Warenlieferung;7089,41;EUR;;;
SI10063312;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065430;10.07.2025;Warenlieferung;5096,25;EUR;;;
SI10063313;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065429;10.07.2025;Warenlieferung;4894,04;EUR;;;
SI10063314;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065428;10.07.2025;Warenlieferung;9459,07;EUR;;;
SI10063315;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065427;10.07.2025;Warenlieferung;2553,26;EUR;;;
SI10063316;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065426;10.07.2025;Warenlieferung;3096,48;EUR;;;
SI10063317;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065425;10.07.2025;Warenlieferung;2888,56;EUR;;;
SI10063318;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065424;10.07.2025;Warenlieferung;8690,09;EUR;;;
SI10063319;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065423;10.07.2025;Warenlieferung;8716,23;EUR;;;
SI10063320;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065422;10.07.2025;Warenlieferung;3234,42;EUR;;;
SI10063321;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065421;10.07.2025;Warenlieferung;10281,60;EUR;;;
SI10063322;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065420;10.07.2025;Warenlieferung;10384,42;EUR;;;
SI10063323;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065419;10.07.2025;Warenlieferung;10384,42;EUR;;;
SI10063324;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065418;10.07.2025;Warenlieferung;3594,99;EUR;;;
SI10063325;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065417;10.07.2025;Warenlieferung;6183,95;EUR;;;
SI10063326;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065416;10.07.2025;Warenlieferung;5235,05;EUR;;;
SI10063327;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065415;10.07.2025;Warenlieferung;10920,77;EUR;;;
SI10063328;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065414;10.07.2025;Warenlieferung;2950,39;EUR;;;
SI10063329;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065413;10.07.2025;Warenlieferung;8842,18;EUR;;;
SI10063330;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065412;10.07.2025;Warenlieferung;7554,41;EUR;;;
SI10063331;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065411;10.07.2025;Warenlieferung;3624,26;EUR;;;
SI10063332;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065410;10.07.2025;Warenlieferung;3201,86;EUR;;;
SI10063333;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065409;10.07.2025;Warenlieferung;4342,69;EUR;;;
SI10063334;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065408;10.07.2025;Warenlieferung;6511,89;EUR;;;
SI10063335;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065407;10.07.2025;Warenlieferung;9362,68;EUR;;;
SI10063336;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065406;10.07.2025;Warenlieferung;6275,45;EUR;;;
SI10063337;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065405;10.07.2025;Warenlieferung;141,37;EUR;;;
SI10063338;Rechnung;800004;SÜD PANEELE KG;C-DOM;10.07.2025;10.07.2025;DN10065404;10.07.2025;Warenlieferung;1584,73;EUR;;;
SI10063339;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065403;10.07.2025;Warenlieferung;2721,41;EUR;;;
SI10063340;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065402;10.07.2025;Warenlieferung;12437,88;EUR;;;
SI10063341;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065401;10.07.2025;Warenlieferung;7160,06;EUR;;;
SI10063342;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065400;10.07.2025;Warenlieferung;454,10;EUR;;;
SI10063343;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065399;10.07.2025;Warenlieferung;3869,95;EUR;;;
SI10063344;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065398;10.07.2025;Warenlieferung;6650,27;EUR;;;
SI10063345;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065397;10.07.2025;Warenlieferung;8439,48;EUR;;;
SI10063346;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065396;10.07.2025;Warenlieferung;4692,91;EUR;;;
SI10063347;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065395;10.07.2025;Warenlieferung;4798,08;EUR;;;
SI10063348;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065394;10.07.2025;Warenlieferung;6607,43;EUR;;;
SI10063349;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065393;10.07.2025;Warenlieferung;11717,60;EUR;;;
SI10063350;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065392;10.07.2025;Warenlieferung;3739,72;EUR;;;
SI10063351;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065391;10.07.2025;Warenlieferung;5805,68;EUR;;;
SI10063352;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065390;10.07.2025;Warenlieferung;4354,26;EUR;;;
SI10063353;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065389;10.07.2025;Warenlieferung;5784,92;EUR;;;
SI10063354;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065388;10.07.2025;Warenlieferung;12056,89;EUR;;;
SI10063355;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065387;10.07.2025;Warenlieferung;6560,73;EUR;;;
SI10063356;Rechnung;800291;ALPEN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065386;10.07.2025;Warenlieferung;6834,27;EUR;;;
SI10063357;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065383;10.07.2025;Warenlieferung;1686,42;EUR;;;
SI10063358;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;10.07.2025;10.07.2025;DN10065382;10.07.2025;Warenlieferung;2110,38;EUR;;;
SI10063359;Rechnung;800238;TERRA SYSTEME;C-DOM;10.07.2025;10.07.2025;DN10065381;10.07.2025;Warenlieferung;3199,08;EUR;;;
SI10063360;Rechnung;800177;;;10.07.2025;10.07.2025;DN10065380;10.07.2025;Warenlieferung;6940,08;EUR;;;
SI10063361;Rechnung;800238;TERRA SYSTEME;C-DOM;10.07.2025;10.07.2025;DN10065379;10.07.2025;Warenlieferung;6913,09;EUR;;;
SI10063362;Rechnung;800210;BASALTTIEFBAU GMBH & CO. KG;C-DOM;10.07.2025;10.07.2025;DN10065378;10.07.2025;Warenlieferung;2120,58;EUR;;;
SI10063363;Rechnung;800231;ALLGÄU HANDEL GMBH & CO. KG;C-DOM;10.07.2025;10.07.2025;DN10065377;10.07.2025;Warenlieferung;4411,66;EUR;;;
SI10063364;Rechnung;801948;MAIN TECHNIK;C-DOM;10.07.2025;10.07.2025;DN10065376;10.07.2025;Warenlieferung;1393,01;EUR;;;
SI10063365;Rechnung;800060;HANSE INDUSTRIEBEDARF;C-DOM;10.07.2025;10.07.2025;DN10065375;10.07.2025;Warenlieferung;3479,04;EUR;;;
SI10063366;Rechnung;800860;NOVAELEKTRO;C-DOM;10.07.2025;10.07.2025;DN10065374;10.07.2025;Warenlieferung;6641,91;EUR;;;
SI10063367;Rechnung;802839;QUARZDÄMMTECHNIK AG;C-DOM;10.07.2025;10.07.2025;DN10065373;10.07.2025;Warenlieferung;9150,62;EUR;;;
SI10063368;Rechnung;800989;ALLGÄUELEKTRO;C-DOM;10.07.2025;10.07.2025;DN10065372;10.07.2025;Warenlieferung;40,01;EUR;;;
SCN0003684;Gutschrift;801677;SOLID ELEKTRO GMBH;C-DOM;11.07.2025;11.07.2025;;;Gutschrift;-62020,49;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0003685;Gutschrift;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;11.07.2025;11.07.2025;;;Gutschrift;-46718,89;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0003686;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;11.07.2025;11.07.2025;;;Gutschrift;-93009,34;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SI10063369;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;11.07.2025;11.07.2025;DN0192580;11.07.2025;Warenlieferung;1476,08;EUR;;;
SI10063370;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;11.07.2025;11.07.2025;DN0192569;11.07.2025;Warenlieferung;2261,95;EUR;;;
SI10063371;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;11.07.2025;11.07.2025;DN0192568;11.07.2025;Warenlieferung;1895,91;EUR;;;
SI10063372;Rechnung;800286;;;11.07.2025;11.07.2025;DN0192567;11.07.2025;Warenlieferung;3729,14;EUR;;;
SI10063373;Rechnung;802497;GRANITESTRICH GMBH & CO. KG;C-DOM;11.07.2025;11.07.2025;DN0192537;11.07.2025;Warenlieferung;4048,58;EUR;;;
SI10063374;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;11.07.2025;11.07.2025;DN0192521;11.07.2025;Warenlieferung;2339,06;EUR;;;
SI10063375;Rechnung;800190;WEST GEBÄUDETECHNIK GMBH;C-DOM;11.07.2025;11.07.2025;DN0192520;11.07.2025;Warenlieferung;2683,07;EUR;;;
SI10063376;Rechnung;800630;FORMA FOLIEN GMBH;C-DOM;11.07.2025;11.07.2025;DN0192506;11.07.2025;Warenlieferung;6924,84;EUR;;;
SI10063377;Rechnung;801071;FORMA PLATTEN GMBH;C-DOM;11.07.2025;11.07.2025;DN0192488;11.07.2025;Warenlieferung;4421,09;EUR;;;
SI10063378;Rechnung;800062;HARZ ANLAGENBAU GMBH;C-DOM;11.07.2025;11.07.2025;DN0192487;11.07.2025;Warenlieferung;7299,94;EUR;;;
SI10063379;Rechnung;802367;GRANITKUNSTSTOFFE;C-DOM;11.07.2025;11.07.2025;DN0192483;11.07.2025;Warenlieferung;3350,09;EUR;;;
SI10063380;Rechnung;802090;ARGUS WERKZEUGE;C-DOM;11.07.2025;11.07.2025;DN0192482;11.07.2025;Warenlieferung;2349,77;EUR;;;
SI10063381;Rechnung;802380;SOLIDGEBÄUDETECHNIK B.V.;C-EU;11.07.2025;11.07.2025;DN0192460;11.07.2025;Warenlieferung;8187,66;EUR;;;
SI10063382;Rechnung;801839;MAIN FOLIEN GMBH;C-DOM;11.07.2025;11.07.2025;DN0192459;11.07.2025;Warenlieferung;7859,00;EUR;;;
SI10063383;Rechnung;801677;SOLID ELEKTRO GMBH;C-DOM;11.07.2025;11.07.2025;;;Storno/Neuberechnung;57286,97;EUR;SCN0003631;;Stornopaar mit SCN0003631, erlösneutral, kein Warenausgang
SI10063384;Rechnung;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;11.07.2025;11.07.2025;;;Storno/Neuberechnung;89701,25;EUR;SCN0003673;;Stornopaar mit SCN0003673, erlösneutral, kein Warenausgang
SI10063385;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;11.07.2025;11.07.2025;;;Storno/Neuberechnung;93242,02;EUR;SCN0003639;;Stornopaar mit SCN0003639, erlösneutral, kein Warenausgang
SI10063386;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN0192458;11.07.2025;Warenlieferung;4926,60;EUR;;;
SI10063387;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN0192457;11.07.2025;Warenlieferung;4025,25;EUR;;;
SI10063388;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN0192456;11.07.2025;Warenlieferung;2463,66;EUR;;;
SI10063389;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN0192446;11.07.2025;Warenlieferung;7492,72;EUR;;;
SI10063390;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN0192445;11.07.2025;Warenlieferung;2726,77;EUR;;;
SI10063391;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DNP026434;11.07.2025;Warenlieferung;10487,23;EUR;;;
SI10063392;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DNP026432;11.07.2025;Warenlieferung;3698,38;EUR;;;
SI10063393;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065509;11.07.2025;Warenlieferung;5372,14;EUR;;;
SI10063394;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065507;11.07.2025;Warenlieferung;4581,74;EUR;;;
SI10063395;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065506;11.07.2025;Warenlieferung;10172,36;EUR;;;
SI10063396;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065505;11.07.2025;Warenlieferung;8133,52;EUR;;;
SI10063397;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065504;11.07.2025;Warenlieferung;2364,77;EUR;;;
SI10063398;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065503;11.07.2025;Warenlieferung;5848,52;EUR;;;
SI10063399;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065502;11.07.2025;Warenlieferung;7810,59;EUR;;;
SI10063400;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065501;11.07.2025;Warenlieferung;2914,91;EUR;;;
SI10063401;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065500;11.07.2025;Warenlieferung;5346,43;EUR;;;
SI10063402;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065499;11.07.2025;Warenlieferung;3861,31;EUR;;;
SI10063403;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065498;11.07.2025;Warenlieferung;14011,25;EUR;;;
SI10063404;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065497;11.07.2025;Warenlieferung;2647,51;EUR;;;
SI10063405;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065496;11.07.2025;Warenlieferung;3651,47;EUR;;;
SI10063406;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065495;11.07.2025;Warenlieferung;10384,42;EUR;;;
SI10063407;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065494;11.07.2025;Warenlieferung;5570,49;EUR;;;
SI10063408;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065493;11.07.2025;Warenlieferung;526,29;EUR;;;
SI10063409;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065492;11.07.2025;Warenlieferung;5751,75;EUR;;;
SI10063410;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065491;11.07.2025;Warenlieferung;11652,05;EUR;;;
SI10063411;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065490;11.07.2025;Warenlieferung;6315,47;EUR;;;
SI10063412;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065489;11.07.2025;Warenlieferung;11243,50;EUR;;;
SI10063413;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065488;11.07.2025;Warenlieferung;2841,58;EUR;;;
SI10063414;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065487;11.07.2025;Warenlieferung;2596,10;EUR;;;
SI10063415;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065486;11.07.2025;Warenlieferung;9424,80;EUR;;;
SI10063416;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065485;11.07.2025;Warenlieferung;9459,07;EUR;;;
SI10063417;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065484;11.07.2025;Warenlieferung;2544,70;EUR;;;
SI10063418;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065483;11.07.2025;Warenlieferung;11110,55;EUR;;;
SI10063419;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065482;11.07.2025;Warenlieferung;4183,33;EUR;;;
SI10063420;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065481;11.07.2025;Warenlieferung;2661,86;EUR;;;
SI10063421;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065480;11.07.2025;Warenlieferung;2998,80;EUR;;;
SI10063422;Rechnung;800004;SÜD PANEELE KG;C-DOM;11.07.2025;11.07.2025;DN10065479;11.07.2025;Warenlieferung;818,41;EUR;;;
SI10063423;Rechnung;800291;ALPEN TECHNIK;C-DOM;11.07.2025;11.07.2025;DN10065478;11.07.2025;Warenlieferung;4495,63;EUR;;;
