WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
DN10066274;24.07.2025;SI10064844;800002;POLARIS BAUBEDARF KG;599,76;Werk Musterstadt
DN10066273;24.07.2025;SI10064845;800002;POLARIS BAUBEDARF KG;2587,54;Werk Musterstadt
DN10066272;24.07.2025;SI10064846;800002;POLARIS BAUBEDARF KG;10386,99;Werk Musterstadt
DN10066271;24.07.2025;SI10064847;800002;POLARIS BAUBEDARF KG;3746,36;Werk Musterstadt
DN10066270;24.07.2025;SI10064848;800002;POLARIS BAUBEDARF KG;2776,03;Werk Musterstadt
WA25-38842;29.07.2025;SI10064849;800002;POLARIS BAUBEDARF KG;10271,32;Werk Musterstadt
WA25-77275;28.07.2025;SI10064850;800002;POLARIS BAUBEDARF KG;2098,09;Werk Musterstadt
WA25-64123;28.07.2025;SI10064851;800002;POLARIS BAUBEDARF KG;8261,27;Werk Musterstadt
WA25-75553;30.07.2025;SI10064852;800002;POLARIS BAUBEDARF KG;5814,67;Werk Musterstadt
WA25-57163;28.07.2025;SI10064853;800002;POLARIS BAUBEDARF KG;2718,91;Werk Musterstadt
WA25-10367;28.07.2025;SI10064854;800002;POLARIS BAUBEDARF KG;930,91;Werk Musterstadt
WA25-35739;28.07.2025;SI10064855;800002;POLARIS BAUBEDARF KG;7009,91;Werk Musterstadt
WA25-32879;28.07.2025;SI10064856;800002;POLARIS BAUBEDARF KG;966,28;Werk Musterstadt
WA25-92724;31.07.2025;SI10064857;800291;ALPEN TECHNIK;2624,66;Werk Musterstadt
WA25-54498;29.07.2025;SI10064858;800002;POLARIS BAUBEDARF KG;2551,36;Werk Musterstadt
WA25-10446;29.07.2025;SI10064859;800002;POLARIS BAUBEDARF KG;11362,88;Werk Musterstadt
WA25-29950;29.07.2025;SI10064860;800002;POLARIS BAUBEDARF KG;5500,66;Werk Musterstadt
WA25-94567;28.07.2025;SI10064861;800002;POLARIS BAUBEDARF KG;1927,80;Werk Musterstadt
WA25-10511;28.07.2025;SI10064862;800002;POLARIS BAUBEDARF KG;5197,92;Werk Musterstadt
WA25-49215;28.07.2025;SI10064863;803063;HANSE ANLAGENBAU GMBH & CO. KG;2815,83;Werk Musterstadt
WA25-46089;30.07.2025;SI10064864;803076;MARMOR AKUSTIK GMBH;3378,65;Werk Musterstadt
WA25-84947;28.07.2025;SI10064865;801459;TERRABAUBEDARF GMBH;1535,02;Werk Musterstadt
WA25-96138;29.07.2025;SI10064866;800184;NORDLOGISTIK GMBH;9874,98;Werk Musterstadt
WA25-90627;28.07.2025;SI10064867;801948;MAIN TECHNIK;9954,52;Werk Musterstadt
WA25-29375;28.07.2025;SI10064868;802736;CeresMaschinen;2608,31;Werk Musterstadt
WA25-14559;28.07.2025;SI10064869;802530;KORUND ZIEGEL GMBH;5833,52;Werk Musterstadt
WA25-85105;30.07.2025;SI10064870;801948;MAIN TECHNIK;13263,26;Werk Musterstadt
WA25-33342;29.07.2025;SI10064871;802989;FLINT MONTAGEBAU;2555,62;Werk Musterstadt
WA25-36054;29.07.2025;SI10064872;800231;ALLGÄU HANDEL GMBH & CO. KG;3987,12;Werk Musterstadt
WA25-32881;30.07.2025;SI10064873;800224;GLIMMER FASSADEN GMBH;6775,36;Werk Musterstadt
WA25-48057;30.07.2025;SI10064874;801314;KOMPAKT LOGISTIK GMBH;2264,09;Werk Musterstadt
WA25-70506;29.07.2025;SI10064875;802043;VULKAN CHEMIE;2826,72;Werk Musterstadt
WA25-75299;28.07.2025;SI10064876;800989;ALLGÄUELEKTRO;521,93;Werk Musterstadt
WA25-12311;28.07.2025;SI10064877;800002;POLARIS BAUBEDARF KG;196,80;Werk Musterstadt
WA25-40617;30.07.2025;SI10064878;800004;SÜD PANEELE KG;9445,79;Werk Musterstadt
WA25-75964;31.07.2025;SI10064879;800004;SÜD PANEELE KG;10075,97;Werk Musterstadt
WA25-95673;30.07.2025;SI10064880;800004;SÜD PANEELE KG;3033,64;Werk Musterstadt
WA25-21155;28.07.2025;SI10064881;800291;ALPEN TECHNIK;8919,29;Werk Musterstadt
WA25-22891;28.07.2025;SI10064882;800004;SÜD PANEELE KG;12540,09;Werk Musterstadt
WA25-53148;31.07.2025;SI10064883;800150;BEISPIEL ÖSTERREICH GMBH;511,71;Werk Musterstadt
WA25-60962;29.07.2025;SI10064884;800004;SÜD PANEELE KG;2219,35;Werk Musterstadt
WA25-55610;29.07.2025;SI10064885;800002;POLARIS BAUBEDARF KG;1718,56;Werk Musterstadt
WA25-78828;31.07.2025;SI10065170;800150;BEISPIEL ÖSTERREICH GMBH;144,49;Werk Musterstadt
DN0195713;05.08.2025;SI10064886;801839;MAIN FOLIEN GMBH;3468,33;Werk Musterstadt
DN0195700;05.08.2025;SI10064887;801839;MAIN FOLIEN GMBH;552,87;Werk Musterstadt
DN0195679;05.08.2025;SI10064888;802177;ARGUS ELEKTRO;7260,84;Werk Musterstadt
DN0195678;05.08.2025;SI10064889;801839;MAIN FOLIEN GMBH;2488,15;Werk Musterstadt
DN0195677;05.08.2025;SI10064890;800295;NOVAFOLIEN MBH;4926,60;Werk Musterstadt
DN0195670;05.08.2025;SI10064891;800295;NOVAFOLIEN MBH;2159,14;Werk Musterstadt
DN0195668;05.08.2025;SI10064892;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;10871,08;Werk Musterstadt
DN0195650;05.08.2025;SI10064893;800186;KORUND ELEKTRO GMBH;4740,96;Werk Musterstadt
DN0195649;05.08.2025;SI10064894;800630;FORMA FOLIEN GMBH;5829,67;Werk Musterstadt
DN0195648;05.08.2025;SI10064895;801839;MAIN FOLIEN GMBH;2728,24;Werk Musterstadt
DN0195647;05.08.2025;SI10064896;802445;HANSE INDUSTRIEBEDARF GMBH;13019,79;Werk Musterstadt
DN0195643;05.08.2025;SI10064897;800002;POLARIS BAUBEDARF KG;9017,39;Werk Musterstadt
DN0195642;05.08.2025;SI10064898;800002;POLARIS BAUBEDARF KG;6554,52;Werk Musterstadt
DN0195622;05.08.2025;SI10064899;800002;POLARIS BAUBEDARF KG;1893,53;Werk Musterstadt
DN0195621;05.08.2025;SI10064900;800002;POLARIS BAUBEDARF KG;1111,76;Werk Musterstadt
DN0195618;05.08.2025;SI10064901;800002;POLARIS BAUBEDARF KG;571,18;Werk Musterstadt
DN0195615;05.08.2025;SI10064902;800002;POLARIS BAUBEDARF KG;5801,04;Werk Musterstadt
DN0195614;05.08.2025;SI10064903;800002;POLARIS BAUBEDARF KG;4369,68;Werk Musterstadt
DN0195603;05.08.2025;SI10064904;800002;POLARIS BAUBEDARF KG;2924,47;Werk Musterstadt
DN0195602;05.08.2025;SI10064905;800002;POLARIS BAUBEDARF KG;4541,04;Werk Musterstadt
DN0195601;05.08.2025;SI10064906;800002;POLARIS BAUBEDARF KG;1936,37;Werk Musterstadt
DN0195600;05.08.2025;SI10064907;800002;POLARIS BAUBEDARF KG;5606,90;Werk Musterstadt
DN0195599;05.08.2025;SI10064908;800002;POLARIS BAUBEDARF KG;6940,08;Werk Musterstadt
DN0195589;05.08.2025;SI10064909;800002;POLARIS BAUBEDARF KG;5449,25;Werk Musterstadt
DN0195579;05.08.2025;SI10064910;800002;POLARIS BAUBEDARF KG;9664,70;Werk Musterstadt
DN0195578;05.08.2025;SI10064911;800002;POLARIS BAUBEDARF KG;7865,42;Werk Musterstadt
DN10067131;05.08.2025;SI10064912;800002;POLARIS BAUBEDARF KG;2548,03;Werk Musterstadt
DN10067130;05.08.2025;SI10064913;800004;SÜD PANEELE KG;39,65;Werk Musterstadt
DN10067129;05.08.2025;SI10064914;800004;SÜD PANEELE KG;8353,80;Werk Musterstadt
DN10067128;05.08.2025;SI10064915;800004;SÜD PANEELE KG;14093,93;Werk Musterstadt
DN10067127;05.08.2025;SI10064916;800004;SÜD PANEELE KG;11776,12;Werk Musterstadt
DN10067126;05.08.2025;SI10064917;800004;SÜD PANEELE KG;2462,23;Werk Musterstadt
DN10067125;05.08.2025;SI10064918;800004;SÜD PANEELE KG;3337,24;Werk Musterstadt
DN10067124;05.08.2025;SI10064919;800004;SÜD PANEELE KG;3905,72;Werk Musterstadt
DN10067123;05.08.2025;SI10064920;800004;SÜD PANEELE KG;13036,59;Werk Musterstadt
DN10067122;05.08.2025;SI10064921;800004;SÜD PANEELE KG;5847,66;Werk Musterstadt
DN10067121;05.08.2025;SI10064922;800004;SÜD PANEELE KG;4250,89;Werk Musterstadt
DN10067120;05.08.2025;SI10064923;800004;SÜD PANEELE KG;2507,00;Werk Musterstadt
DN10067119;05.08.2025;SI10064924;800004;SÜD PANEELE KG;5437,82;Werk Musterstadt
DN10067118;05.08.2025;SI10064925;800004;SÜD PANEELE KG;747,83;Werk Musterstadt
DN10067117;05.08.2025;SI10064926;800004;SÜD PANEELE KG;9590,45;Werk Musterstadt
DN10067116;05.08.2025;SI10064927;800004;SÜD PANEELE KG;5535,78;Werk Musterstadt
DN10067115;05.08.2025;SI10064928;800004;SÜD PANEELE KG;2728,91;Werk Musterstadt
DN10067114;05.08.2025;SI10064929;800004;SÜD PANEELE KG;385,56;Werk Musterstadt
DN10067113;05.08.2025;SI10064930;800004;SÜD PANEELE KG;3699,34;Werk Musterstadt
DN10067112;05.08.2025;SI10064931;800004;SÜD PANEELE KG;4285,00;Werk Musterstadt
DN10067111;05.08.2025;SI10064932;800004;SÜD PANEELE KG;2181,63;Werk Musterstadt
DN10067110;05.08.2025;SI10064933;800004;SÜD PANEELE KG;4326,84;Werk Musterstadt
DN10067109;05.08.2025;SI10064934;800004;SÜD PANEELE KG;5614,47;Werk Musterstadt
DN10067108;05.08.2025;SI10064935;800004;SÜD PANEELE KG;11300,34;Werk Musterstadt
DN10067107;05.08.2025;SI10064936;800004;SÜD PANEELE KG;9732,39;Werk Musterstadt
DN10067106;05.08.2025;SI10064937;800004;SÜD PANEELE KG;348,61;Werk Musterstadt
DN10067105;05.08.2025;SI10064938;800181;HANSE GEBÄUDETECHNIK GMBH;2289,32;Werk Musterstadt
DN10067104;05.08.2025;SI10064939;800181;HANSE GEBÄUDETECHNIK GMBH;2426,05;Werk Musterstadt
DN10067103;05.08.2025;SI10064940;800181;HANSE GEBÄUDETECHNIK GMBH;4259,61;Werk Musterstadt
DN10067102;05.08.2025;SI10064941;800181;HANSE GEBÄUDETECHNIK GMBH;2596,10;Werk Musterstadt
DN10067101;05.08.2025;SI10064942;800181;HANSE GEBÄUDETECHNIK GMBH;2796,74;Werk Musterstadt
DN10067100;05.08.2025;SI10064943;800181;HANSE GEBÄUDETECHNIK GMBH;2281,34;Werk Musterstadt
DN10067099;05.08.2025;SI10064944;800291;ALPEN TECHNIK;3996,12;Werk Musterstadt
DN10067098;05.08.2025;SI10064945;800291;ALPEN TECHNIK;11926,54;Werk Musterstadt
DN10067097;05.08.2025;SI10064946;800291;ALPEN TECHNIK;2529,74;Werk Musterstadt
DN10067096;05.08.2025;SI10064947;800291;ALPEN TECHNIK;3632,83;Werk Musterstadt
DN10067095;05.08.2025;SI10064948;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10067094;05.08.2025;SI10064949;800291;ALPEN TECHNIK;5599,19;Werk Musterstadt
DN10067093;05.08.2025;SI10064950;800291;ALPEN TECHNIK;9801,79;Werk Musterstadt
DN10067091;05.08.2025;SI10064951;800291;ALPEN TECHNIK;10240,05;Werk Musterstadt
DN10067090;05.08.2025;SI10064952;800291;ALPEN TECHNIK;10375,85;Werk Musterstadt
DN10067089;05.08.2025;SI10064953;800231;ALLGÄU HANDEL GMBH & CO. KG;3021,83;Werk Musterstadt
DN10067088;05.08.2025;SI10064954;800247;KIESEL AKUSTIKBAU;4401,10;Werk Musterstadt
DN10067087;05.08.2025;SI10064955;801948;MAIN TECHNIK;5969,04;Werk Musterstadt
DN10067086;05.08.2025;SI10064956;802839;QUARZDÄMMTECHNIK AG;0,00;Werk Musterstadt
DN10067085;05.08.2025;SI10064957;801948;MAIN TECHNIK;13263,26;Werk Musterstadt
DN10067084;05.08.2025;SI10064958;801948;MAIN TECHNIK;13263,26;Werk Musterstadt
DN10067083;05.08.2025;SI10064959;802839;QUARZDÄMMTECHNIK AG;2255,88;Werk Musterstadt
DN10067082;05.08.2025;SI10064960;801353;FOKUSTECHNIK KG;3011,65;Werk Musterstadt
DN10067081;05.08.2025;SI10064961;801353;FOKUSTECHNIK KG;255,26;Werk Musterstadt
DN10067080;05.08.2025;SI10064962;800973;ALPEN FOLIEN OHG;4219,31;Werk Musterstadt
DN0195894;06.08.2025;SI10064963;802445;HANSE INDUSTRIEBEDARF GMBH;4860,95;Werk Musterstadt
DN0195891;06.08.2025;SI10064964;802445;HANSE INDUSTRIEBEDARF GMBH;4532,22;Werk Musterstadt
DN0195873;06.08.2025;SI10064965;802445;HANSE INDUSTRIEBEDARF GMBH;4433,43;Werk Musterstadt
DN0195872;06.08.2025;SI10064966;802445;HANSE INDUSTRIEBEDARF GMBH;8866,86;Werk Musterstadt
DN0195871;06.08.2025;SI10064967;802445;HANSE INDUSTRIEBEDARF GMBH;4855,65;Werk Musterstadt
DN0195869;06.08.2025;SI10064968;800630;FORMA FOLIEN GMBH;4254,65;Werk Musterstadt
DN0195865;06.08.2025;SI10064969;800630;FORMA FOLIEN GMBH;1629,71;Werk Musterstadt
DN0195864;06.08.2025;SI10064970;800630;FORMA FOLIEN GMBH;8533,73;Werk Musterstadt
DN0195863;06.08.2025;SI10064971;801839;MAIN FOLIEN GMBH;2572,11;Werk Musterstadt
DN0195851;06.08.2025;SI10064972;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;12000,00;Werk Musterstadt
DN0195850;06.08.2025;SI10064973;801839;MAIN FOLIEN GMBH;3258,22;Werk Musterstadt
DN0195847;06.08.2025;SI10064974;801849;CERESMASCHINEN GMBH;6163,25;Werk Musterstadt
DN0195812;06.08.2025;SI10064975;801849;CERESMASCHINEN GMBH;3094,96;Werk Musterstadt
DN0195646;06.08.2025;SI10064976;802090;ARGUS WERKZEUGE;2441,88;Werk Musterstadt
DN0195809;06.08.2025;SI10064977;800050;KORUND LOGISTIK;9090,43;Werk Musterstadt
DN0195808;06.08.2025;SI10064978;800002;POLARIS BAUBEDARF KG;3495,74;Werk Musterstadt
DN0195801;06.08.2025;SI10064979;800002;POLARIS BAUBEDARF KG;9716,11;Werk Musterstadt
DN0195800;06.08.2025;SI10064980;800002;POLARIS BAUBEDARF KG;488,38;Werk Musterstadt
DN0195799;06.08.2025;SI10064981;800002;POLARIS BAUBEDARF KG;8328,02;Werk Musterstadt
DN0195795;06.08.2025;SI10064982;800002;POLARIS BAUBEDARF KG;5998,46;Werk Musterstadt
DN0195789;06.08.2025;SI10064983;800002;POLARIS BAUBEDARF KG;315,95;Werk Musterstadt
DN0195783;06.08.2025;SI10064984;800002;POLARIS BAUBEDARF KG;2501,43;Werk Musterstadt
DN0195782;06.08.2025;SI10064985;800002;POLARIS BAUBEDARF KG;9920,46;Werk Musterstadt
DN0195781;06.08.2025;SI10064986;800002;POLARIS BAUBEDARF KG;4445,08;Werk Musterstadt
DN0195760;06.08.2025;SI10064987;800002;POLARIS BAUBEDARF KG;6596,16;Werk Musterstadt
DN0195759;06.08.2025;SI10064988;800002;POLARIS BAUBEDARF KG;4806,65;Werk Musterstadt
DN0195758;06.08.2025;SI10064989;800002;POLARIS BAUBEDARF KG;8310,96;Werk Musterstadt
DN10067238;06.08.2025;SI10064990;800002;POLARIS BAUBEDARF KG;6560,47;Werk Musterstadt
DN10067237;06.08.2025;SI10064991;800002;POLARIS BAUBEDARF KG;3360,01;Werk Musterstadt
DN10067236;06.08.2025;SI10064992;800002;POLARIS BAUBEDARF KG;1951,60;Werk Musterstadt
DN10067235;06.08.2025;SI10064993;800291;ALPEN TECHNIK;3679,53;Werk Musterstadt
DN10067234;06.08.2025;SI10064994;800291;ALPEN TECHNIK;2767,46;Werk Musterstadt
DN10067233;06.08.2025;SI10064995;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10067232;06.08.2025;SI10064996;800291;ALPEN TECHNIK;232,62;Werk Musterstadt
DN10067231;06.08.2025;SI10064997;800291;ALPEN TECHNIK;476,81;Werk Musterstadt
DN10067230;06.08.2025;SI10064998;800291;ALPEN TECHNIK;8004,55;Werk Musterstadt
DN10067229;06.08.2025;SI10064999;800291;ALPEN TECHNIK;4664,49;Werk Musterstadt
DN10067228;06.08.2025;SI10065000;800291;ALPEN TECHNIK;476,81;Werk Musterstadt
DN10067227;06.08.2025;SI10065001;800291;ALPEN TECHNIK;8670,82;Werk Musterstadt
DN10067226;06.08.2025;SI10065002;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10067225;06.08.2025;SI10065003;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10067224;06.08.2025;SI10065004;800291;ALPEN TECHNIK;4253,44;Werk Musterstadt
DN10067223;06.08.2025;SI10065005;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10067222;06.08.2025;SI10065006;800291;ALPEN TECHNIK;2790,17;Werk Musterstadt
DN10067220;06.08.2025;SI10065007;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10067219;06.08.2025;SI10065008;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10067217;06.08.2025;SI10065009;800291;ALPEN TECHNIK;3758,35;Werk Musterstadt
DN10067216;06.08.2025;SI10065010;800291;ALPEN TECHNIK;3632,83;Werk Musterstadt
DN10067215;06.08.2025;SI10065011;800291;ALPEN TECHNIK;4368,61;Werk Musterstadt
DN10067214;06.08.2025;SI10065012;800291;ALPEN TECHNIK;193,85;Werk Musterstadt
DN10067213;06.08.2025;SI10065013;800291;ALPEN TECHNIK;3246,84;Werk Musterstadt
DN10067212;06.08.2025;SI10065014;800291;ALPEN TECHNIK;3221,57;Werk Musterstadt
DN10067211;06.08.2025;SI10065015;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10067210;06.08.2025;SI10065016;800291;ALPEN TECHNIK;3797,55;Werk Musterstadt
DN10067209;06.08.2025;SI10065017;800291;ALPEN TECHNIK;9990,29;Werk Musterstadt
DN10067208;06.08.2025;SI10065018;800291;ALPEN TECHNIK;2792,74;Werk Musterstadt
DN10067207;06.08.2025;SI10065019;800291;ALPEN TECHNIK;908,21;Werk Musterstadt
DN10067206;06.08.2025;SI10065020;800291;ALPEN TECHNIK;53,98;Werk Musterstadt
DN10067205;06.08.2025;SI10065021;800291;ALPEN TECHNIK;11045,79;Werk Musterstadt
DN10067204;06.08.2025;SI10065022;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10067203;06.08.2025;SI10065023;800291;ALPEN TECHNIK;3200,15;Werk Musterstadt
DN10067202;06.08.2025;SI10065024;800291;ALPEN TECHNIK;9990,29;Werk Musterstadt
DN10067201;06.08.2025;SI10065025;800291;ALPEN TECHNIK;2792,74;Werk Musterstadt
DN10067200;06.08.2025;SI10065026;800291;ALPEN TECHNIK;2767,46;Werk Musterstadt
DN10067199;06.08.2025;SI10065027;800291;ALPEN TECHNIK;4086,94;Werk Musterstadt
DN10067198;06.08.2025;SI10065028;800291;ALPEN TECHNIK;5560,20;Werk Musterstadt
DN10067197;06.08.2025;SI10065029;800291;ALPEN TECHNIK;3604,45;Werk Musterstadt
DN10067196;06.08.2025;SI10065030;800291;ALPEN TECHNIK;3594,99;Werk Musterstadt
DN10067195;06.08.2025;SI10065031;800291;ALPEN TECHNIK;6811,56;Werk Musterstadt
DN10067194;06.08.2025;SI10065032;800004;SÜD PANEELE KG;9030,67;Werk Musterstadt
DN10067193;06.08.2025;SI10065033;800004;SÜD PANEELE KG;6811,20;Werk Musterstadt
DN10067192;06.08.2025;SI10065034;800004;SÜD PANEELE KG;4987,46;Werk Musterstadt
DN10067191;06.08.2025;SI10065035;800004;SÜD PANEELE KG;8769,35;Werk Musterstadt
DN10067190;06.08.2025;SI10065036;800004;SÜD PANEELE KG;2255,10;Werk Musterstadt
DN10067189;06.08.2025;SI10065037;800004;SÜD PANEELE KG;4865,91;Werk Musterstadt
DN10067188;06.08.2025;SI10065038;800004;SÜD PANEELE KG;3725,30;Werk Musterstadt
DN10067187;06.08.2025;SI10065039;800004;SÜD PANEELE KG;2934,54;Werk Musterstadt
DN10067186;06.08.2025;SI10065040;800004;SÜD PANEELE KG;9871,41;Werk Musterstadt
DN10067185;06.08.2025;SI10065041;800004;SÜD PANEELE KG;3855,60;Werk Musterstadt
DN10067184;06.08.2025;SI10065042;800004;SÜD PANEELE KG;10176,05;Werk Musterstadt
DN10067183;06.08.2025;SI10065043;800004;SÜD PANEELE KG;3643,68;Werk Musterstadt
DN10067182;06.08.2025;SI10065044;800004;SÜD PANEELE KG;2909,91;Werk Musterstadt
DN10067181;06.08.2025;SI10065045;800004;SÜD PANEELE KG;2463,66;Werk Musterstadt
DN10067180;06.08.2025;SI10065046;800004;SÜD PANEELE KG;2824,01;Werk Musterstadt
DN10067179;06.08.2025;SI10065047;800004;SÜD PANEELE KG;6297,48;Werk Musterstadt
DN10067178;06.08.2025;SI10065048;800004;SÜD PANEELE KG;4749,24;Werk Musterstadt
DN10067176;06.08.2025;SI10065049;800004;SÜD PANEELE KG;12088,23;Werk Musterstadt
DN10067175;06.08.2025;SI10065050;800004;SÜD PANEELE KG;10096,96;Werk Musterstadt
DN10067174;06.08.2025;SI10065051;800004;SÜD PANEELE KG;4650,50;Werk Musterstadt
DN10067173;06.08.2025;SI10065052;800004;SÜD PANEELE KG;1677,90;Werk Musterstadt
DN10067172;06.08.2025;SI10065053;800004;SÜD PANEELE KG;4025,67;Werk Musterstadt
DN10067171;06.08.2025;SI10065054;800004;SÜD PANEELE KG;2534,84;Werk Musterstadt
DN10067170;06.08.2025;SI10065055;800004;SÜD PANEELE KG;4883,76;Werk Musterstadt
DN10067169;06.08.2025;SI10065056;800004;SÜD PANEELE KG;8049,49;Werk Musterstadt
DN10067167;06.08.2025;SI10065057;800004;SÜD PANEELE KG;5118,52;Werk Musterstadt
DN10067166;06.08.2025;SI10065058;800004;SÜD PANEELE KG;6201,52;Werk Musterstadt
DN10067165;06.08.2025;SI10065059;800004;SÜD PANEELE KG;3232,71;Werk Musterstadt
DN10067164;06.08.2025;SI10065060;800004;SÜD PANEELE KG;3568,57;Werk Musterstadt
DN10067163;06.08.2025;SI10065061;800004;SÜD PANEELE KG;6271,78;Werk Musterstadt
DN10067162;06.08.2025;SI10065062;800004;SÜD PANEELE KG;3488,46;Werk Musterstadt
DN10067161;06.08.2025;SI10065063;800004;SÜD PANEELE KG;980,61;Werk Musterstadt
DN10067160;06.08.2025;SI10065064;800004;SÜD PANEELE KG;10387,38;Werk Musterstadt
DN10067159;06.08.2025;SI10065065;800004;SÜD PANEELE KG;2337,66;Werk Musterstadt
DN10067158;06.08.2025;SI10065066;800004;SÜD PANEELE KG;3030,22;Werk Musterstadt
DN10067157;06.08.2025;SI10065067;800181;HANSE GEBÄUDETECHNIK GMBH;2807,73;Werk Musterstadt
DN10067156;06.08.2025;SI10065068;800181;HANSE GEBÄUDETECHNIK GMBH;2748,83;Werk Musterstadt
DN10067155;06.08.2025;SI10065069;800181;HANSE GEBÄUDETECHNIK GMBH;3359,01;Werk Musterstadt
DN10067154;06.08.2025;SI10065070;800181;HANSE GEBÄUDETECHNIK GMBH;2207,12;Werk Musterstadt
DN10067153;06.08.2025;SI10065071;800181;HANSE GEBÄUDETECHNIK GMBH;3748,00;Werk Musterstadt
DN10067152;06.08.2025;SI10065072;802532;WESTWERKZEUGE GMBH & CO. KG;2656,01;Werk Musterstadt
DN10067151;06.08.2025;SI10065073;801948;MAIN TECHNIK;13263,26;Werk Musterstadt
DN10067150;06.08.2025;SI10065074;801948;MAIN TECHNIK;13263,26;Werk Musterstadt
DN10067149;06.08.2025;SI10065075;801948;MAIN TECHNIK;13263,26;Werk Musterstadt
DN10067148;06.08.2025;SI10065076;800051;ZENITBAUBEDARF GMBH;2761,40;Werk Musterstadt
DN10067147;06.08.2025;SI10065077;801431;GNEIS BAUELEMENTE GMBH;4686,48;Werk Musterstadt
DN10067146;06.08.2025;SI10065078;800004;SÜD PANEELE KG;6022,59;Werk Musterstadt
DN0196039;07.08.2025;SI10065079;802445;HANSE INDUSTRIEBEDARF GMBH;4588,77;Werk Musterstadt
DN0196021;07.08.2025;SI10065080;802445;HANSE INDUSTRIEBEDARF GMBH;9035,74;Werk Musterstadt
DN0196020;07.08.2025;SI10065083;800630;FORMA FOLIEN GMBH;2071,10;Werk Musterstadt
DN0196007;07.08.2025;SI10065084;800630;FORMA FOLIEN GMBH;8533,73;Werk Musterstadt
DN0196006;07.08.2025;SI10065085;800630;FORMA FOLIEN GMBH;4871,34;Werk Musterstadt
DN0195982;07.08.2025;SI10065086;800086;BOREASLOGISTIK GMBH;3965,27;Werk Musterstadt
DN0195965;07.08.2025;SI10065087;800040;SOLIDHOCHBAU GMBH;3756,21;Werk Musterstadt
DN0195955;07.08.2025;SI10065088;800050;KORUND LOGISTIK;10296,59;Werk Musterstadt
DN10067308;07.08.2025;SI10065089;802147;QUARZ SPEDITION GMBH;9862,46;Werk Musterstadt
DN10067307;07.08.2025;SI10065090;801839;MAIN FOLIEN GMBH;4103,64;Werk Musterstadt
DN10067306;07.08.2025;SI10065091;800181;HANSE GEBÄUDETECHNIK GMBH;2925,07;Werk Musterstadt
DN10067305;07.08.2025;SI10065092;800002;POLARIS BAUBEDARF KG;17067,46;Werk Musterstadt
DN10067304;07.08.2025;SI10065093;800002;POLARIS BAUBEDARF KG;17067,46;Werk Musterstadt
DN10067303;07.08.2025;SI10065094;800002;POLARIS BAUBEDARF KG;10309,87;Werk Musterstadt
DN10067302;07.08.2025;SI10065095;800002;POLARIS BAUBEDARF KG;9975,29;Werk Musterstadt
DN10067301;07.08.2025;SI10065096;800002;POLARIS BAUBEDARF KG;10178,78;Werk Musterstadt
DN10067300;07.08.2025;SI10065097;800002;POLARIS BAUBEDARF KG;10308,73;Werk Musterstadt
DN10067299;07.08.2025;SI10065098;800002;POLARIS BAUBEDARF KG;7610,53;Werk Musterstadt
DN10067298;07.08.2025;SI10065099;800002;POLARIS BAUBEDARF KG;933,06;Werk Musterstadt
DN10067297;07.08.2025;SI10065100;800002;POLARIS BAUBEDARF KG;10804,34;Werk Musterstadt
DN10067296;07.08.2025;SI10065101;800002;POLARIS BAUBEDARF KG;3069,16;Werk Musterstadt
DN10067295;07.08.2025;SI10065102;800002;POLARIS BAUBEDARF KG;2810,30;Werk Musterstadt
DN10067294;07.08.2025;SI10065103;800002;POLARIS BAUBEDARF KG;5683,15;Werk Musterstadt
DN10067293;07.08.2025;SI10065104;800002;POLARIS BAUBEDARF KG;3347,52;Werk Musterstadt
DN10067292;07.08.2025;SI10065105;800002;POLARIS BAUBEDARF KG;2416,18;Werk Musterstadt
DN10067291;07.08.2025;SI10065106;800002;POLARIS BAUBEDARF KG;2656,08;Werk Musterstadt
DN10067290;07.08.2025;SI10065107;800002;POLARIS BAUBEDARF KG;4498,01;Werk Musterstadt
DN10067289;07.08.2025;SI10065108;800002;POLARIS BAUBEDARF KG;395,84;Werk Musterstadt
DN10067288;07.08.2025;SI10065109;800291;ALPEN TECHNIK;454,10;Werk Musterstadt
DN10067287;07.08.2025;SI10065110;800291;ALPEN TECHNIK;7877,56;Werk Musterstadt
DN10067286;07.08.2025;SI10065111;800291;ALPEN TECHNIK;476,81;Werk Musterstadt
DN10067285;07.08.2025;SI10065112;800291;ALPEN TECHNIK;6538,67;Werk Musterstadt
DN10067284;07.08.2025;SI10065113;800291;ALPEN TECHNIK;2424,74;Werk Musterstadt
